02-8010-8344,Maryrose,Cove,4th year,BS-FT,mcove@hotmail.com,NSW
08-1269-1489,Lindsey,Rathmann,4th year,BS-TOURISM,lindsey_rathmann@rathmann.com.au,SA
03-5213-8219,Lynelle,Koury,4th year,BEED,lynelle.koury@koury.net.au,VIC
08-5203-2193,Brice,Bogacz,4th year,BS-SE,bbogacz@hotmail.com,SA
03-2813-6426,Laine,Killean,4th year,BS-ENGLISH,laine@gmail.com,VIC
08-2089-8553,Rachael,Crawley,4th year,BS-ES,rachael@gmail.com,WA
02-4885-8382,Della,Selestewa,4th year,BS-ES,della.selestewa@gmail.com,NSW
08-4849-4417,Thomasena,Graziosi,4th year,BS-IT,thomasena@gmail.com,WA
03-4829-5695,Frederic,Schimke,4th year,BS-IS,fschimke@schimke.com.au,VIC
08-6742-2308,Halina,Dellen,4th year,BS-BIO,halina.dellen@dellen.com.au,SA
07-9920-3550,Ryann,Riston,4th year,BS-HM,ryann@hotmail.com,QLD
07-3103-8372,Shawn,Vugteveen,4th year,BS-EET,svugteveen@vugteveen.net.au,QLD
08-4040-9192,Leah,Milsap,4th year,BS-EET,leah@milsap.com.au,SA
07-4724-9987,Ira,Zihal,4th year,BS-FT,ira.zihal@yahoo.com,QLD
07-4518-4450,Paris,Kinnison,4th year,BS-TOURISM,paris.kinnison@gmail.com,QLD
08-8587-1196,Shayne,Sundahl,4th year,BEED,shayne.sundahl@gmail.com,SA
08-1140-6357,Ernestine,Paavola,4th year,BS-SE,ernestine.paavola@paavola.com.au,WA
03-5355-5505,Eleonore,Everline,4th year,BS-ENGLISH,eeverline@hotmail.com,VIC
07-5486-1002,Misty,Leriche,4th year,BS-ES,mleriche@yahoo.com,QLD
08-8215-1588,Na,Hodges,4th year,BS-ES,na_hodges@hotmail.com,WA
03-9173-6140,Juan,Knudtson,4th year,BS-IT,juan@gmail.com,VIC
07-4297-4607,Gerald,Kloepper,4th year,BS-IS,gerald@yahoo.com,QLD
07-6793-5954,Desmond,Tarkowski,4th year,BS-BIO,desmond_tarkowski@hotmail.com,QLD
02-5444-1961,Tommy,Gennusa,4th year,BS-HM,tommy@hotmail.com,NSW
07-6113-9653,Adrianna,Poncio,4th year,BS-EET,adrianna@poncio.com.au,QLD
02-3225-1954,Adaline,Galagher,4th year,BS-EET,adaline.galagher@galagher.com.au,NSW
08-9707-2679,Tammi,Schiavi,4th year,BS-FT,tammi.schiavi@hotmail.com,WA
08-8147-9584,Virgilio,Phay,4th year,BS-TOURISM,vphay@phay.com.au,WA
07-7240-6480,Emeline,Sotelo,4th year,BEED,emeline@gmail.com,QLD
03-6340-5010,Marcos,Seniff,4th year,BS-SE,marcos_seniff@gmail.com,VIC
08-7432-4632,Yuonne,Carabajal,4th year,BS-ENGLISH,ycarabajal@carabajal.com.au,WA
07-6444-3666,Gladis,Kazemi,4th year,BS-ES,gkazemi@kazemi.net.au,QLD
07-5686-8088,Muriel,Drozdowski,4th year,BS-ES,muriel_drozdowski@hotmail.com,QLD
08-3562-8644,Juliann,Dammeyer,4th year,BS-IT,juliann@gmail.com,WA
08-3733-5261,Reiko,Dejarme,4th year,BS-IS,rdejarme@dejarme.net.au,WA
02-6291-7620,Verdell,Garness,4th year,BS-BIO,verdell.garness@yahoo.com,NSW
07-3476-2066,Arleen,Kane,4th year,BS-HM,arleen.kane@hotmail.com,QLD
08-9808-2647,Launa,Vanauken,4th year,BS-EET,launa@gmail.com,SA
02-5808-6388,Casandra,Gordis,4th year,BS-EET,casandra_gordis@gordis.com.au,NSW
02-5632-9914,Julio,Puccini,4th year,BS-FT,julio@gmail.com,NSW
02-6974-7785,Alica,Alerte,4th year,BS-TOURISM,aalerte@alerte.com.au,NSW
02-3490-2407,Karol,Sarkissian,4th year,BEED,ksarkissian@yahoo.com,NSW
02-1222-7812,Wava,Ochs,4th year,BS-SE,wava.ochs@gmail.com,NSW
07-8516-6453,Felicitas,Gong,4th year,BS-ENGLISH,fgong@gong.com.au,QLD
02-4623-8120,Jamie,Kushnir,4th year,BS-ES,jamie@kushnir.net.au,ACT
02-8035-9997,Fidelia,Dampier,4th year,BS-ES,fidelia_dampier@gmail.com,NSW
03-6589-2556,Kris,Medich,4th year,BS-IT,kris.medich@hotmail.com,TAS
08-6937-4366,Lashawna,Filan,4th year,BS-IS,lashawna.filan@filan.net.au,WA
02-3416-9617,Lachelle,Andrzejewski,4th year,BS-BIO,lachelle.andrzejewski@andrzejewski.com.au,NSW
02-3003-1369,Katy,Saltourides,4th year,BS-HM,katy_saltourides@yahoo.com,NSW
08-2901-3421,Bettyann,Fernades,4th year,BS-EET,bettyann@fernades.com.au,WA
08-2401-5672,Valda,Levay,4th year,BS-EET,vlevay@levay.net.au,SA
07-6679-3722,Lynette,Beaureguard,4th year,BS-FT,lynette.beaureguard@hotmail.com,QLD
02-8156-6969,Victor,Laroia,4th year,BS-TOURISM,victor@laroia.net.au,NSW
03-1861-5074,Pa,Badgero,4th year,BEED,pa_badgero@badgero.com.au,VIC
03-6340-9772,Dorathy,Miskelly,4th year,BS-SE,dorathy.miskelly@gmail.com,TAS
02-3869-4096,Rodrigo,Schuh,4th year,BS-ENGLISH,rodrigo_schuh@gmail.com,NSW
08-3200-1670,Stanford,Waganer,4th year,BS-ES,stanford_waganer@waganer.net.au,WA
02-1919-1709,Michael,Orehek,4th year,BS-ES,michael_orehek@gmail.com,NSW
07-5017-7337,Ines,Tokich,4th year,BS-IT,ines_tokich@tokich.net.au,QLD
02-6529-9317,Dorinda,Markoff,4th year,BS-IS,dorinda_markoff@hotmail.com,NSW
02-4776-1384,Clarence,Gabbert,4th year,BS-BIO,clarence.gabbert@gmail.com,NSW
08-9919-9540,Omer,Radel,4th year,BS-HM,omer_radel@radel.net.au,WA
02-5318-1342,Winifred,Kingshott,4th year,BS-EET,winifred.kingshott@yahoo.com,NSW
07-8250-2277,Theresia,Salomone,4th year,BS-EET,theresia_salomone@gmail.com,QLD
08-2127-5977,Daisy,Kearsey,4th year,BS-FT,dkearsey@yahoo.com,WA
08-7385-2716,Aretha,Bodle,4th year,BS-TOURISM,aretha_bodle@hotmail.com,SA
02-3566-7608,Bettina,Diciano,4th year,BEED,bdiciano@diciano.com.au,NSW
03-6623-5501,Omega,Mangino,4th year,BS-SE,omega.mangino@hotmail.com,VIC
02-6689-1150,Dana,Vock,4th year,BS-ENGLISH,dana_vock@yahoo.com,ACT
08-6137-1726,Naomi,Tuamoheloa,4th year,BS-ES,naomi@yahoo.com,WA
03-4492-4927,Luis,Yerry,4th year,BS-ES,luis@hotmail.com,TAS
08-3087-9658,Dominga,Barchacky,4th year,BS-IT,dominga.barchacky@hotmail.com,SA
02-3494-3282,Isreal,Calizo,4th year,BS-IS,isreal_calizo@gmail.com,NSW
08-3174-2706,Myrtie,Korba,4th year,BS-BIO,mkorba@hotmail.com,WA
02-6193-5184,Jodi,Naifeh,4th year,BS-HM,jodi@hotmail.com,NSW
08-3412-6699,Pearly,Hedstrom,4th year,BS-EET,pearly@gmail.com,WA
08-1196-2822,Aileen,Menez,4th year,BS-EET,aileen_menez@menez.net.au,WA
07-9265-7183,Glory,Carlo,4th year,BS-FT,glory_carlo@gmail.com,QLD
03-8791-9436,Kathrine,Francoise,4th year,BS-TOURISM,kathrine@yahoo.com,VIC
08-9919-7850,Domingo,Mckale,4th year,BEED,domingo_mckale@mckale.net.au,SA
07-2627-9976,Julian,Laprade,4th year,BS-SE,jlaprade@laprade.net.au,QLD
03-1765-4584,Marylou,Lofts,4th year,BS-ENGLISH,marylou_lofts@lofts.com.au,VIC
08-5228-3628,Louis,Brueck,4th year,BS-ES,louis.brueck@brueck.net.au,NT
03-2749-1381,Ellsworth,Guenther,4th year,BS-ES,eguenther@hotmail.com,VIC
08-1042-4275,Wilburn,Lary,4th year,BS-IT,wlary@lary.net.au,WA
02-1211-3823,Arlie,Borra,4th year,BS-IS,arlie.borra@gmail.com,NSW
02-1385-3480,Alysa,Lehoux,4th year,BS-BIO,alysa@hotmail.com,NSW
03-1447-7041,Marilynn,Herrera,4th year,BS-HM,marilynn.herrera@herrera.net.au,VIC
02-9676-4462,Scot,Jarva,4th year,BS-EET,scot.jarva@jarva.com.au,NSW
07-7538-5504,Adelaide,Ender,4th year,BS-EET,aender@gmail.com,QLD
03-8055-8668,Jackie,Borchelt,4th year,BS-FT,jackie_borchelt@hotmail.com,VIC
07-5354-7251,Carli,Bame,4th year,BS-TOURISM,carli@yahoo.com,QLD
08-1991-6947,Coletta,Thro,4th year,BEED,coletta.thro@thro.net.au,WA
02-4885-1611,Katheryn,Lamers,4th year,BS-SE,katheryn_lamers@gmail.com,ACT
02-2957-4812,Santos,Wisenbaker,4th year,BS-ENGLISH,swisenbaker@wisenbaker.net.au,NSW
02-7091-8948,Kimberely,Weyman,4th year,BS-ES,kweyman@weyman.com.au,NSW
02-9653-2199,Earlean,Suffern,4th year,BS-ES,earlean.suffern@suffern.net.au,NSW
07-8738-4205,Dannette,Heimbaugh,4th year,BS-IT,dannette@gmail.com,QLD
08-9895-1954,Odelia,Hutchin,4th year,BS-IS,odelia.hutchin@hutchin.com.au,WA
03-3608-5660,Lina,Schwiebert,4th year,BS-BIO,lina@yahoo.com,VIC
02-1827-1736,Fredric,Johanningmeie,4th year,BS-HM,fredric@hotmail.com,NSW
07-7369-8849,Alfreda,Delsoin,4th year,BS-EET,adelsoin@yahoo.com,QLD
02-1815-8700,Bernadine,Elamin,4th year,BS-EET,bernadine_elamin@yahoo.com,NSW
03-4010-1900,Ming,Thaxton,4th year,BS-FT,mthaxton@gmail.com,VIC
02-8081-3883,Gracia,Pecot,4th year,BS-TOURISM,gpecot@hotmail.com,NSW
08-4700-8894,Yuette,Metevelis,4th year,BEED,yuette.metevelis@metevelis.net.au,WA
08-1109-5346,Yuriko,Kazarian,4th year,BS-SE,yuriko_kazarian@gmail.com,WA
08-9280-9177,Hyman,Hegeman,4th year,BS-ENGLISH,hyman@hotmail.com,SA
07-7489-7577,Linette,Summerfield,4th year,BS-ES,linette.summerfield@hotmail.com,QLD
03-8451-7537,Jospeh,Couzens,4th year,BS-ES,jospeh.couzens@couzens.com.au,VIC
02-4649-5341,Anna,Ovit,4th year,BS-IT,anna.ovit@hotmail.com,NSW
02-5770-8546,Shawnta,Woodhams,4th year,BS-IS,shawnta@woodhams.com.au,NSW
08-9378-7021,Ettie,Luckenbach,4th year,BS-BIO,ettie@yahoo.com,WA
03-2574-8915,Chara,Leveston,4th year,BS-HM,cleveston@gmail.com,VIC
08-2704-3706,Lauran,Huntsberger,4th year,BS-EET,lhuntsberger@huntsberger.net.au,WA
03-3233-4255,Pansy,Todesco,4th year,BS-EET,pansy_todesco@gmail.com,VIC
03-7416-6750,Georgeanna,Silverstone,4th year,BS-FT,georgeanna@silverstone.net.au,VIC
02-4418-5927,Jesus,Liversedge,4th year,BS-TOURISM,jesus.liversedge@hotmail.com,NSW
07-6073-5039,Jamey,Tetter,4th year,BEED,jamey.tetter@gmail.com,QLD
03-1248-8221,Alberta,Motter,4th year,BS-SE,alberta_motter@hotmail.com,VIC
08-3305-5436,Ronald,Grube,4th year,BS-ENGLISH,ronald.grube@yahoo.com,SA
03-3695-2399,Tamala,Hickie,4th year,BS-ES,tamala_hickie@yahoo.com,VIC
08-1399-2471,Gerry,Mohrmann,4th year,BS-ES,gerry_mohrmann@mohrmann.net.au,WA
03-3725-6290,Isaiah,Kueter,4th year,BS-IT,ikueter@kueter.com.au,VIC
02-7947-2980,Magnolia,Overbough,4th year,BS-IS,moverbough@overbough.com.au,NSW
08-2264-5559,Ngoc,Guglielmina,4th year,BS-BIO,ngoc_guglielmina@hotmail.com,SA
03-1036-9594,Julene,Lauretta,4th year,BS-HM,julene.lauretta@gmail.com,TAS
02-3713-3646,Magda,Lindbeck,4th year,BS-EET,magda_lindbeck@yahoo.com,NSW
07-5346-5917,Shantell,Lizama,4th year,BS-EET,shantell.lizama@gmail.com,QLD
08-9757-2379,Audria,Piccinich,4th year,BS-FT,audria.piccinich@gmail.com,SA
02-5573-6627,Nickole,Derenzis,4th year,BS-TOURISM,nderenzis@hotmail.com,NSW
08-7785-3040,Grover,Reynolds,4th year,BEED,grover.reynolds@gmail.com,WA
08-3987-7521,Rocco,Bergstrom,4th year,BS-SE,rocco@yahoo.com,WA
08-8280-9492,Ethan,Quintero,4th year,BS-ENGLISH,ethan_quintero@quintero.com.au,WA
03-1051-7865,Glynda,Sanzenbacher,4th year,BS-ES,glynda@sanzenbacher.com.au,VIC
08-2136-2433,Yolande,Scrimsher,4th year,BS-ES,yolande@yahoo.com,WA
07-5235-7319,Twanna,Sieber,4th year,BS-IT,twanna@yahoo.com,QLD
03-9599-4122,Rosenda,Petteway,4th year,BS-IS,rosenda@gmail.com,VIC
07-4119-3981,Lacey,Francis,4th year,BS-BIO,lacey.francis@francis.net.au,QLD
02-8727-4906,Cordie,Meikle,4th year,BS-HM,cordie.meikle@hotmail.com,NSW
02-6118-8773,Annalee,Graleski,4th year,BS-EET,annalee.graleski@hotmail.com,NSW
07-3511-9233,Dana,Ladeau,4th year,BS-EET,dana@ladeau.net.au,QLD
03-4811-3832,Wai,Raddle,4th year,BS-FT,wai.raddle@raddle.com.au,VIC
08-6579-7569,Johana,Conquest,4th year,BS-TOURISM,johana@conquest.net.au,WA
07-1536-4805,Tomas,Fults,4th year,BEED,tomas_fults@fults.net.au,QLD
03-6698-8416,Karon,Etzler,4th year,BS-SE,karon@hotmail.com,TAS
03-1560-6800,Delbert,Houben,4th year,BS-ENGLISH,delbert.houben@hotmail.com,VIC
03-5354-9557,Ashleigh,Rimmer,4th year,BS-ES,ashleigh.rimmer@hotmail.com,TAS
02-5059-2649,Nenita,Mckenna,4th year,BS-ES,nmckenna@yahoo.com,NSW
08-6270-6829,Micah,Shear,4th year,BS-IT,mshear@hotmail.com,WA
08-2209-8647,Stefany,Figueras,4th year,BS-IS,stefany@figueras.net.au,SA
08-8222-3171,Rene,Burnsworth,4th year,BS-BIO,rene@burnsworth.net.au,SA
08-7718-8495,Cary,Orazine,4th year,BS-HM,cary.orazine@hotmail.com,SA
02-9828-4921,Micheal,Ocken,4th year,BS-EET,micheal.ocken@ocken.net.au,NSW
03-4800-7102,Frederick,Tamburello,4th year,BS-EET,frederick.tamburello@hotmail.com,TAS
03-6438-4586,Burma,Noa,4th year,BS-FT,burma.noa@gmail.com,VIC
08-5175-3585,Cherry,Roh,4th year,BS-TOURISM,cherry_roh@yahoo.com,WA
03-2689-6049,Gabriele,Frabotta,4th year,BEED,gabriele_frabotta@gmail.com,VIC
03-2775-4083,Clement,Chee,4th year,BS-SE,clement@hotmail.com,VIC
02-5630-3114,Beckie,Apodace,4th year,BS-ENGLISH,bapodace@gmail.com,NSW
07-9032-5149,Catrice,Fowlkes,4th year,BS-ES,cfowlkes@hotmail.com,QLD
08-6831-6370,Richelle,Remillard,4th year,BS-ES,richelle.remillard@remillard.net.au,WA
07-5626-7937,Cherri,Miccio,4th year,BS-IT,cherri_miccio@gmail.com,QLD
07-2209-2731,Dorethea,Taketa,4th year,BS-IS,dtaketa@taketa.net.au,QLD
08-8506-7259,Barb,Latina,4th year,BS-BIO,blatina@hotmail.com,NT
03-9424-2956,Bettye,Meray,4th year,BS-HM,bmeray@yahoo.com,TAS
02-4074-4461,Sherrell,Sprowl,4th year,BS-EET,sherrell_sprowl@hotmail.com,NSW
07-5128-8956,Ruth,Niglio,4th year,BS-EET,ruth.niglio@hotmail.com,QLD
08-8329-4211,Alva,Shoulders,4th year,BS-FT,alva@gmail.com,WA
08-6069-1579,Carri,Palaspas,4th year,BS-TOURISM,carri_palaspas@palaspas.net.au,WA
02-1157-3829,Onita,Milbrandt,4th year,BEED,onita.milbrandt@milbrandt.com.au,NSW
08-8878-5994,Jessenia,Sarp,4th year,BS-SE,jsarp@hotmail.com,WA
08-4326-1560,Tricia,Peressini,4th year,BS-ENGLISH,tperessini@yahoo.com,WA
07-2031-6566,Stephaine,Manin,4th year,BS-ES,stephaine_manin@yahoo.com,QLD
02-2501-8301,Florinda,Gudgel,4th year,BS-ES,fgudgel@gudgel.com.au,NSW
02-5402-8024,Marsha,Farnham,4th year,BS-IT,marsha@farnham.com.au,NSW
07-5404-6221,Josefa,Oakland,4th year,BS-IS,josefa_oakland@oakland.com.au,QLD
07-6382-5073,Deeann,Nicklous,4th year,BS-BIO,deeann_nicklous@gmail.com,QLD
02-8222-9319,Jeannetta,Vonstaden,4th year,BS-HM,jvonstaden@gmail.com,NSW
02-1706-8506,Desmond,Amuso,4th year,BS-EET,desmond@hotmail.com,NSW
07-5922-1983,Trina,Bakey,4th year,BS-EET,tbakey@bakey.com.au,QLD
02-4360-8467,Ramonita,Picotte,4th year,BS-FT,ramonita_picotte@yahoo.com,NSW
02-2581-7479,Temeka,Bodine,4th year,BS-TOURISM,temeka.bodine@gmail.com,NSW
07-6984-9278,Bea,Iida,4th year,BEED,bea_iida@iida.net.au,QLD
02-1291-8182,Soledad,Mockus,4th year,BS-SE,soledad_mockus@yahoo.com,ACT
03-9721-7313,Margurite,Okon,4th year,BS-ENGLISH,margurite.okon@hotmail.com,TAS
03-3457-2524,Artie,Saine,4th year,BS-ES,artie_saine@yahoo.com,VIC
07-1377-6898,Major,Studwell,4th year,BS-ES,major@gmail.com,QLD
02-4202-5191,Veronika,Buchauer,4th year,BS-IT,veronika.buchauer@buchauer.net.au,NSW
03-3630-2467,Christene,Cisney,4th year,BS-IS,christene@hotmail.com,VIC
07-8561-5894,Miles,Feldner,4th year,BS-BIO,miles@hotmail.com,QLD
02-6995-9902,Julio,Mikel,4th year,BS-HM,julio.mikel@mikel.net.au,NSW
02-3738-7508,Aide,Ghera,4th year,BS-EET,aide.ghera@ghera.com.au,NSW
08-3773-3770,Noelia,Brackett,4th year,BS-EET,noelia@brackett.net.au,WA
02-7862-5151,Lenora,Delacruz,4th year,BS-FT,lenora@delacruz.net.au,NSW
